,mesa,Departamento,Municipio,Circuito,bue,1 - Movimiento Integracion y Desarrollo (1) 1.Intendente/Vice,1 - Movimiento Integracion y Desarrollo (1) 2.Concejales,2 - Justicialista (2) 1.Intendente/Vice,2 - Justicialista (2) 2.Concejales,3 - Union Civica Radical (3) 1.Intendente/Vice,3 - Union Civica Radical (3) 2.Concejales,4 - Movimiento Siempre Corrientes (4) 1.Intendente/Vice,4 - Movimiento Siempre Corrientes (4) 2.Concejales,5 - Democrata Cristiano (5) 1.Intendente/Vice,5 - Democrata Cristiano (5) 2.Concejales,6 - Es Posible (6) 1.Intendente/Vice,6 - Es Posible (6) 2.Concejales,7 - de la Concertacion Forja (7) 1.Intendente/Vice,7 - de la Concertacion Forja (7) 2.Concejales,8 - Federal (8) 1.Intendente/Vice,8 - Federal (8) 2.Concejales,9 - Democrata Progresista (9) 1.Intendente/Vice,9 - Democrata Progresista (9) 2.Concejales,10 - Renovador Federal (10) 1.Intendente/Vice,10 - Renovador Federal (10) 2.Concejales,11 - Ladrilleros Unidos (CAPITAL) (11) 1.Intendente/Vice,11 - Ladrilleros Unidos (CAPITAL) (11) 2.Concejales,12 - Accion por Corrientes (14) 1.Intendente/Vice,12 - Accion por Corrientes (14) 2.Concejales,13 - Unidos por Corrientes (15) 1.Intendente/Vice,13 - Unidos por Corrientes (15) 2.Concejales,14 - Laborista Autonomo (17) 1.Intendente/Vice,14 - Laborista Autonomo (17) 2.Concejales,15 - ELI - Encuentro Liberal (18) 1.Intendente/Vice,15 - ELI - Encuentro Liberal (18) 2.Concejales,16 - Cambio Popular (19) 1.Intendente/Vice,16 - Cambio Popular (19) 2.Concejales,17 - Union del Centro Democratico (20) 1.Intendente/Vice,17 - Union del Centro Democratico (20) 2.Concejales,18 - Convocatoria Popular (21) 1.Intendente/Vice,18 - Convocatoria Popular (21) 2.Concejales,19 - FE (23) 1.Intendente/Vice,19 - FE (23) 2.Concejales,20 - Union Popular (25) 1.Intendente/Vice,20 - Union Popular (25) 2.Concejales,21 - Conservador Popular (31) 1.Intendente/Vice,21 - Conservador Popular (31) 2.Concejales,22 - Accion Popular de los Trabajadores (34) 1.Intendente/Vice,22 - Accion Popular de los Trabajadores (34) 2.Concejales,23 - Accion por la Republica (44) 1.Intendente/Vice,23 - Accion por la Republica (44) 2.Concejales,24 - Afirmacion para una Republica Igualitaria ARI  (47) 1.Intendente/Vice,24 - Afirmacion para una Republica Igualitaria ARI  (47) 2.Concejales,25 - Partido Socialista (50) 1.Intendente/Vice,25 - Partido Socialista (50) 2.Concejales,26 - Autonomista (52) 1.Intendente/Vice,26 - Autonomista (52) 2.Concejales,27 - de la Victoria (54) 1.Intendente/Vice,27 - de la Victoria (54) 2.Concejales,28 - Proyecto Corrientes (57) 1.Intendente/Vice,28 - Proyecto Corrientes (57) 2.Concejales,29 - PRO - Propuesta Republicana (64) 1.Intendente/Vice,29 - PRO - Propuesta Republicana (64) 2.Concejales,30 - Nueva Dirigencia Corrientes (67) 1.Intendente/Vice,30 - Nueva Dirigencia Corrientes (67) 2.Concejales,31 - Instrumento Electoral por la Unidad Popular (72) 1.Intendente/Vice,31 - Instrumento Electoral por la Unidad Popular (72) 2.Concejales,32 - Nuevo (90) 1.Intendente/Vice,32 - Nuevo (90) 2.Concejales,33 - Popular (169) 1.Intendente/Vice,33 - Popular (169) 2.Concejales,34 - Crecer con Todos (170) 1.Intendente/Vice,34 - Crecer con Todos (170) 2.Concejales,35 - Union Celeste y Blanco (173) 1.Intendente/Vice,35 - Union Celeste y Blanco (173) 2.Concejales,36 - Compromiso Correntino (175) 1.Intendente/Vice,36 - Compromiso Correntino (175) 2.Concejales,37 - KOLINA (192) 1.Intendente/Vice,37 - KOLINA (192) 2.Concejales,VOTOS en Blanco 1.Intendente/Vice,VOTOS en Blanco 2.Concejales,VOTOS Nulos 1.Intendente/Vice,VOTOS Nulos 2.Concejales,VOTOS  Recurridos 1.Intendente/Vice,VOTOS  Recurridos 2.Concejales,VOTOS de Identidad Impugnada 1.Intendente/Vice,VOTOS de Identidad Impugnada 2.Concejales,Total Votos Válidos 1.Intendente/Vice,Total Votos Válidos 2.Concejales,Votos Generales 1.Intendente/Vice,Votos Generales 2.Concejales,Frente Para la Victoria (201) 1.Alianzas Intendente/Vice,Encuentro por Corrientes-ECO+Cambiemos (203) 1.Alianzas Intendente/Vice,Haciendo Corrientes (205) 1.Alianzas Intendente/Vice,Ciudadanos Comprometidos (200) 2.Alianzas Concejales,Frente Para la Victoria (201) 2.Alianzas Concejales,Encuentro por Corrientes-ECO+Cambiemos (204) 2.Alianzas Concejales,Haciendo Corrientes (205) 2.Alianzas Concejales,voto_cruzado,voto_cruzado_revisado
206,207,241 -- CAPITAL,1 -- CAPITAL,5 -- CAPITAL,0,1,1,18,18,20,17,6,5,5,4,0,0,3,3,3,4,0,0,6,6,3,3,1,1,6,6,0,0,9,9,6,6,6,6,5,7,6,7,4,4,0,/////,1,1,7,7,2,4,0,0,6,6,12,11,2,3,8,9,6,6,0,1,7,5,11,11,21,21,33,32,5,5,10,11,6,4,11,11,0,0,0,/////,239,240,256,255,15,130,94,12,18,103,89,9.5,5.5
207,208,241 -- CAPITAL,1 -- CAPITAL,5 -- CAPITAL,0,6,6,15,15,18,11,2,2,1,1,1,1,2,2,0,0,1,1,5,5,3,3,1,1,1,1,0,0,11,11,4,4,7,7,0,1,4,3,8,8,3,/////,0,0,4,4,6,6,0,2,4,4,5,5,6,6,10,8,12,12,0,4,4,3,7,7,13,13,6,6,0,0,4,4,2,2,5,5,1,1,0,/////,174,167,182,175,4,103,67,11,5,72,66,10.5,4.5
208,209,241 -- CAPITAL,1 -- CAPITAL,5 -- CAPITAL,0,14,12,18,13,27,18,0,0,1,1,0,0,2,1,0,2,0,0,6,6,2,2,7,7,4,4,0,0,3,3,1,1,4,4,1,3,1,1,0,0,1,/////,10,11,8,8,8,6,0,1,6,6,6,7,1,1,0,0,0,0,0,6,15,16,8,8,17,17,3,3,2,2,3,3,4,8,6,7,0,0,0,/////,179,173,189,188,4,89,86,12,6,49,80,17.0,5.0
209,210,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,8,8,35,34,45,36,19,19,3,3,4,4,4,4,0,0,7,8,14,14,6,5,8,8,5,6,0,0,5,5,3,2,3,3,1,1,14,11,6,6,0,/////,8,8,1,1,3,3,0,8,3,3,1,1,1,1,3,3,5,5,0,2,5,5,10,10,7,7,1,1,0,1,6,4,7,11,9,8,4,4,0,/////,244,240,264,263,7,129,108,25,5,73,105,15.0,3.0
210,211,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,1,1,39,39,61,50,19,16,10,10,7,8,6,5,2,4,0,0,13,10,7,6,9,11,1,1,1,1,6,6,1,1,4,4,2,2,2,3,5,5,1,/////,8,8,7,8,1,1,0,1,2,3,1,1,2,2,4,2,3,3,0,6,7,8,1,1,14,12,6,6,1,1,6,7,4,0,8,0,0,0,0,/////,260,253,272,253,8,130,122,16,9,75,113,20.5,5.5
211,212,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,10,9,25,21,37,32,5,5,20,18,11,10,4,4,14,16,3,3,7,6,3,3,5,7,9,9,3,3,8,8,7,7,1,1,10,9,3,4,6,6,2,/////,7,7,1,1,1,1,0,4,2,2,13,13,1,1,9,7,2,2,0,1,7,8,6,7,12,12,1,1,0,1,1,2,5,7,6,10,2,0,0,/////,256,251,269,268,11,131,114,17,11,70,107,16.5,4.5
212,213,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,1,1,48,43,62,60,5,5,6,6,7,6,6,6,6,6,6,6,7,6,0,0,9,10,1,2,6,7,6,6,5,5,8,7,5,5,6,6,6,5,0,/////,4,4,0,0,1,1,0,0,1,1,8,7,2,2,1,1,1,1,0,1,7,6,3,3,6,6,1,1,4,5,6,6,6,6,9,10,1,1,0,/////,251,243,267,260,11,133,107,15,11,78,98,9.0,5.0
213,214,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,12,11,33,27,28,20,6,4,9,9,1,5,4,3,1,1,0,0,16,12,4,4,6,8,3,3,5,5,17,18,6,5,15,13,3,4,6,6,3,3,2,/////,7,7,7,7,5,5,0,2,8,8,0,0,2,3,2,3,4,4,0,3,17,18,10,11,0,0,4,5,6,8,6,7,3,12,5,4,0,0,0,/////,258,252,266,268,9,127,122,16,11,80,106,24.0,13.0
214,215,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,3,3,24,24,37,30,7,7,12,12,13,12,3,3,8,8,7,7,12,12,17,17,11,11,5,4,5,5,13,13,3,4,12,12,5,4,4,3,4,4,1,/////,4,4,7,7,6,6,0,0,2,3,0,0,2,2,2,2,2,2,0,3,16,16,1,1,0,0,2,2,3,4,5,5,5,10,10,11,0,0,0,/////,258,252,273,273,10,139,109,11,9,65,110,9.0,4.0
215,216,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,2,2,16,16,26,24,1,1,3,3,2,3,7,6,3,3,4,4,22,22,3,1,3,3,3,4,5,6,9,7,3,2,2,2,4,5,13,12,7,7,0,/////,3,4,3,3,1,1,0,2,5,7,16,14,7,7,3,3,11,11,0,12,11,11,3,3,42,39,1,1,0,0,0,0,1,0,11,0,0,0,0,/////,244,251,256,251,4,112,128,23,5,68,119,17.5,12.5
216,217,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,3,3,29,26,45,30,23,24,0,0,2,2,5,5,2,2,0,1,9,8,1,1,1,1,1,1,4,4,20,20,8,8,8,8,3,3,6,6,3,3,2,/////,10,11,1,2,7,7,0,9,6,7,3,3,4,4,0,1,0,1,0,5,4,4,4,4,12,12,17,14,4,5,7,7,3,3,11,11,5,5,0,/////,254,252,273,271,10,139,105,20,10,89,102,23.0,2.0
217,218,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,4,4,44,44,23,19,3,3,11,11,8,8,19,19,4,4,3,2,12,11,15,15,6,6,1,2,3,4,6,4,7,8,1,1,4,5,2,2,4,4,3,/////,12,14,7,7,8,8,0,3,11,12,3,2,8,8,3,3,4,4,0,0,1,1,5,5,1,1,6,6,3,3,2,1,5,5,12,12,0,0,0,/////,257,254,274,271,6,130,121,20,6,71,120,11.5,1.5
218,219,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,0,0,31,30,31,26,5,5,5,5,2,1,0,0,2,2,1,1,6,6,7,6,4,5,5,5,0,0,4,4,2,2,18,17,1,1,3,3,3,3,7,/////,3,3,3,3,7,7,0,2,6,6,17,16,1,1,6,6,2,2,0,2,9,8,11,11,20,19,24,23,7,7,6,6,1,1,9,9,0,0,0,/////,259,244,269,254,7,132,120,9,7,91,114,12.5,7.5
219,220,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,15,14,58,48,32,20,4,5,9,9,10,9,18,16,5,6,3,4,4,3,2,2,11,11,2,3,5,6,9,9,3,3,6,5,7,7,3,5,2,4,1,/////,5,5,6,12,1,2,0,3,2,3,2,3,4,4,2,2,4,4,0,4,5,5,12,12,6,6,2,2,1,1,5,4,8,10,9,9,0,0,0,/////,266,261,283,280,12,122,132,14,11,61,119,27.5,11.5
220,221,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,9,9,42,39,39,20,5,5,14,14,10,10,5,2,2,2,2,2,12,12,7,6,7,7,3,6,0,0,6,6,4,4,2,2,3,4,5,5,2,3,1,/////,3,5,0,1,6,6,0,15,5,5,11,11,4,4,2,2,2,2,0,3,13,13,5,5,7,7,4,3,4,3,2,2,0,0,11,11,0,0,0,/////,248,245,259,256,5,112,131,13,6,59,124,27.5,5.5
221,222,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,5,5,44,44,23,23,4,4,2,2,4,4,4,4,0,0,2,2,3,3,8,8,6,6,6,6,3,3,14,14,4,4,0,0,6,6,0,0,14,14,6,/////,6,6,5,5,5,5,0,0,3,3,5,5,3,3,3,3,4,4,0,0,20,22,4,5,15,15,5,5,5,5,2,2,4,0,17,0,0,0,0,/////,243,240,264,240,8,121,114,20,8,71,116,4.5,3.5
222,223,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,6,6,31,28,25,24,5,5,8,8,7,7,21,21,3,2,5,6,10,9,13,10,8,8,6,6,2,2,7,7,13,12,4,3,11,10,12,13,8,9,0,/////,1,1,0,0,0,0,0,0,5,5,9,8,0,0,2,2,1,1,0,0,3,3,6,7,7,7,18,19,2,3,4,4,5,0,4,0,2,0,0,/////,263,256,274,256,15,118,130,23,14,71,120,9.5,7.5
223,224,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,8,8,21,19,26,14,3,3,4,3,8,8,12,12,4,4,0,2,7,8,5,5,2,2,2,2,1,1,4,3,1,1,8,8,4,4,3,3,1,1,1,/////,1,1,3,3,1,1,0,2,6,6,12,10,6,6,3,3,3,3,0,9,9,9,9,9,20,19,16,16,3,3,9,10,5,5,10,10,1,1,0,/////,226,221,242,237,13,103,110,5,14,63,105,17.5,3.5
224,225,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,2,2,30,29,27,25,16,14,8,8,11,10,22,20,7,8,5,3,16,17,8,8,12,12,5,5,3,3,11,11,7,7,7,7,6,9,10,12,5,6,2,/////,2,2,7,7,6,6,0,2,1,2,7,7,3,3,0,0,1,1,0,0,5,5,2,2,4,4,1,1,1,1,4,3,8,8,10,9,1,0,0,/////,264,262,283,279,10,122,132,20,12,56,128,12.0,3.0
225,226,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,4,4,28,25,31,23,8,8,11,10,8,10,3,3,0,0,5,4,5,3,3,3,5,5,3,3,3,3,9,10,12,10,10,10,3,3,6,6,2,3,2,/////,7,7,4,4,7,7,0,11,4,4,13,13,1,1,4,4,1,1,0,0,5,8,6,6,4,3,11,11,2,3,5,6,7,7,14,14,0,0,0,/////,235,235,256,256,8,121,106,16,9,70,100,20.0,6.0
226,227,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,24,23,38,36,59,33,5,5,2,2,0,0,10,9,5,3,0,0,7,7,7,7,2,2,9,9,3,3,5,5,5,4,4,4,5,7,9,11,3,3,1,/////,6,6,0,0,3,3,0,5,3,4,8,8,1,1,4,3,2,2,0,20,6,6,9,10,6,6,6,6,2,2,8,8,3,3,8,8,0,0,0,/////,267,263,278,274,13,132,122,20,15,76,117,33.0,4.0
227,228,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,8,7,29,24,46,26,24,24,0,0,1,1,29,28,5,6,0,0,8,4,0,0,14,15,3,3,1,1,5,5,7,6,0,0,6,6,2,2,0,0,2,/////,16,18,4,4,5,5,0,16,4,4,6,5,4,5,4,6,1,1,0,6,9,8,3,3,1,1,1,1,4,4,6,8,3,0,11,0,1,0,0,/////,258,253,273,253,12,125,121,20,14,59,107,33.5,11.5
228,229,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,6,6,27,24,27,24,0,0,17,17,1,1,9,9,6,6,0,0,10,10,2,2,10,10,8,8,4,4,3,3,5,4,9,8,4,4,9,9,11,10,0,/////,4,4,2,2,8,8,0,3,9,9,15,13,0,0,3,3,2,2,0,0,3,3,6,7,12,12,5,5,3,3,4,4,6,0,9,0,0,0,0,/////,244,237,259,237,8,121,115,23,8,69,108,7.5,3.5
229,230,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,7,6,19,17,27,20,10,10,2,3,1,1,5,5,0,0,1,1,16,15,10,9,6,7,7,8,1,1,9,9,4,2,4,5,5,4,9,9,5,5,3,/////,10,9,4,4,6,6,0,4,6,7,5,5,2,2,9,9,10,11,0,4,8,7,6,6,20,19,2,2,3,3,5,5,1,9,16,16,0,0,0,/////,247,240,264,265,10,127,110,23,9,80,103,17.5,4.5
230,231,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,4,4,32,32,22,13,7,7,9,9,6,6,11,11,2,2,5,5,17,17,6,6,1,1,6,6,2,2,6,7,2,2,6,6,5,5,8,8,3,3,0,/////,3,3,2,2,3,3,0,3,3,3,12,12,1,1,17,17,1,1,0,5,3,3,11,9,1,1,12,11,6,6,11,10,13,17,10,10,0,0,0,/////,246,242,269,269,16,120,110,14,15,71,110,11.0,2.0
231,232,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,5,5,5,5,47,33,7,8,13,12,4,4,7,7,4,3,0,0,12,10,5,4,2,3,1,2,3,3,10,9,1,1,18,17,4,4,6,6,5,5,2,/////,14,13,0,0,2,2,0,10,5,5,20,18,7,7,1,1,1,1,0,1,10,10,4,4,15,13,5,5,8,9,6,6,4,4,11,11,0,0,0,/////,259,246,274,261,10,131,118,24,10,69,110,21.5,6.5
232,233,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,23,22,43,42,62,57,8,7,9,9,7,6,9,9,8,8,0,1,4,4,4,4,6,7,7,7,2,2,6,5,0,0,2,2,13,11,7,7,4,4,1,/////,5,5,2,2,8,8,0,0,3,3,0,0,1,1,0,0,0,0,0,0,5,6,3,3,2,2,0,0,1,2,1,3,3,0,6,0,1,0,0,/////,256,249,266,249,14,133,109,16,14,84,107,9.5,3.5
233,234,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,9,8,27,27,56,45,21,20,6,6,14,14,3,3,6,6,1,1,12,13,4,4,5,5,3,3,9,9,7,7,2,3,5,4,6,5,12,13,3,3,1,/////,3,4,2,3,2,2,0,1,5,5,3,3,2,2,0,0,3,3,0,1,5,7,4,4,1,1,3,3,4,5,7,7,5,11,12,12,0,0,0,/////,256,250,273,273,13,145,98,20,12,74,99,13.0,4.0
234,235,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,36,35,19,20,49,30,25,25,3,3,7,7,6,6,5,4,2,2,6,6,3,3,5,5,10,10,2,1,12,11,1,1,3,3,4,4,3,3,15,15,2,/////,3,3,6,6,1,1,0,6,1,3,3,3,2,2,0,0,2,2,0,14,2,2,4,5,4,2,5,5,1,0,4,4,2,0,15,0,0,0,0,/////,256,252,273,252,8,137,111,21,8,69,109,26.0,2.0
235,236,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,9,9,26,26,32,19,24,24,7,7,8,8,13,12,9,10,3,3,14,13,4,4,6,6,7,7,5,6,15,14,5,5,5,5,1,3,7,7,4,4,2,/////,2,2,2,3,2,2,0,7,3,3,2,2,4,4,1,1,2,2,0,4,4,3,2,2,3,3,2,2,1,1,3,2,1,1,16,16,0,0,0,/////,239,235,256,252,4,119,116,13,5,56,113,18.0,3.0
236,237,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,30,28,35,31,54,29,4,4,11,11,8,9,6,6,1,1,1,1,4,4,9,8,9,9,6,7,1,1,5,5,0,0,5,5,10,9,6,6,3,3,2,/////,2,2,2,2,2,2,0,18,5,8,5,5,0,0,0,0,0,0,0,7,11,11,6,6,4,4,1,1,5,5,2,2,4,7,14,15,0,0,0,/////,255,250,273,272,12,119,124,11,11,58,117,32.5,5.5
237,238,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,3,3,32,32,42,35,19,19,3,3,9,8,4,4,6,6,5,5,19,19,7,7,10,10,7,7,5,5,8,9,4,4,1,1,5,5,6,6,9,9,1,/////,4,4,5,6,5,5,0,4,2,2,2,2,1,1,0,0,6,6,0,2,4,4,2,2,3,2,2,2,5,5,6,6,4,4,11,11,0,0,0,/////,252,250,267,265,11,140,101,19,11,69,100,9.0,1.0
238,239,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,6,6,39,37,34,28,9,8,17,16,5,4,6,6,9,9,8,8,9,9,0,1,3,3,7,7,3,1,13,13,4,5,7,6,1,1,9,9,4,4,0,/////,3,4,3,3,8,7,0,1,3,5,4,3,0,0,1,1,5,5,0,5,6,6,8,8,7,5,2,2,5,5,3,4,8,8,10,10,0,0,0,/////,251,245,269,263,4,133,114,17,5,76,108,15.0,4.0
239,240,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,6,6,21,19,15,13,7,6,3,3,4,4,3,2,4,3,1,1,8,8,3,3,2,2,8,7,7,7,4,4,4,4,13,11,5,6,13,11,11,12,1,/////,11,11,1,2,5,6,0,2,6,6,13,11,0,0,0,0,4,5,0,3,9,11,11,11,22,20,6,6,2,4,6,7,1,1,10,10,0,0,0,/////,239,237,250,248,11,116,112,34,13,58,104,16.0,7.0
240,241,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,5,5,35,32,35,29,25,21,10,10,16,15,10,10,5,5,2,2,3,4,10,10,7,7,7,7,1,1,5,5,1,1,7,6,7,7,8,7,6,7,1,/////,5,6,6,6,11,10,0,3,7,8,3,3,0,0,0,0,4,4,0,1,4,5,7,7,1,1,3,3,0,1,3,2,5,11,7,8,5,5,0,/////,260,251,277,275,10,136,114,20,9,73,108,14.5,4.5
241,242,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,2,2,42,37,27,21,25,25,25,24,8,7,2,2,5,5,11,14,12,11,9,8,4,4,1,1,0,0,10,9,4,5,8,8,5,5,7,7,5,7,2,/////,7,7,4,4,2,2,0,1,2,2,1,1,1,1,0,0,3,3,0,5,3,3,8,8,4,3,4,4,2,2,3,3,6,6,12,12,1,1,0,/////,258,251,277,270,8,113,137,21,8,51,129,15.5,4.5
242,243,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,0,0,15,15,19,15,6,6,4,4,8,7,6,5,1,1,3,3,6,6,9,8,5,6,7,7,5,5,1,1,2,2,12,9,1,2,1,1,2,3,2,/////,7,8,4,4,10,10,0,0,1,1,19,17,6,6,2,0,6,7,0,4,15,16,16,16,18,17,19,18,19,19,3,4,5,13,9,8,0,0,0,/////,260,253,274,274,4,144,112,12,6,81,105,14.5,5.5
243,244,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,9,8,29,26,23,19,3,3,3,3,1,1,3,3,1,1,1,1,8,9,6,6,7,7,3,3,6,7,12,12,9,9,12,12,2,1,1,2,6,6,6,/////,12,13,2,2,2,2,0,1,8,8,9,9,5,5,0,0,7,6,0,6,5,5,8,8,13,12,17,17,21,20,1,1,2,2,9,9,0,0,0,/////,261,254,272,265,3,149,109,21,2,80,105,14.5,3.5
244,245,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,6,6,25,23,41,29,17,16,13,13,11,11,3,2,9,8,1,1,3,3,9,9,4,4,6,6,2,2,11,11,2,2,13,13,4,4,4,4,5,6,1,/////,3,4,4,4,6,7,0,6,5,5,6,6,3,3,0,0,2,2,0,3,9,9,6,6,15,15,5,5,0,0,2,3,2,5,16,16,1,1,0,/////,256,251,275,273,6,129,121,14,7,74,117,15.5,3.5
245,246,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,17,17,22,21,48,38,0,0,21,20,1,2,6,6,1,1,4,4,16,16,2,2,7,7,7,7,1,1,9,8,6,6,1,1,4,4,0,0,5,5,3,/////,4,4,6,6,3,3,0,6,3,3,5,5,2,2,0,0,3,4,0,2,10,10,3,3,10,10,7,5,1,1,3,4,3,3,11,11,0,0,0,/////,241,234,255,248,7,118,116,9,8,73,114,14.5,4.5
246,247,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,24,24,56,53,36,34,5,5,13,12,11,12,5,4,5,4,3,4,8,7,4,3,4,5,7,7,5,5,7,7,3,3,5,3,7,7,9,10,3,3,4,/////,3,3,4,5,8,8,0,0,2,2,4,4,2,3,0,0,1,1,0,0,4,4,6,6,8,7,1,1,0,2,1,1,2,8,5,2,0,1,0,/////,268,259,275,270,8,121,139,16,8,69,129,12.5,5.5
247,248,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,2,2,23,22,42,39,6,6,19,17,10,10,7,6,8,7,4,4,21,18,0,0,13,12,2,3,0,0,9,10,5,5,4,3,1,1,8,10,6,6,3,/////,8,8,0,0,6,6,0,2,3,4,16,15,1,1,0,0,0,0,0,1,0,1,10,10,12,11,7,6,0,0,11,11,3,3,12,12,0,0,0,/////,267,257,282,272,12,140,115,24,12,79,106,14.0,5.0
248,249,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,6,6,23,23,50,47,17,17,3,3,6,6,17,15,3,3,2,2,1,1,23,22,0,0,4,4,1,1,8,8,2,1,6,5,4,4,10,10,6,6,3,/////,2,1,0,1,2,2,0,2,3,3,6,6,2,2,0,0,2,2,0,1,4,4,18,19,9,8,2,3,3,4,3,6,5,8,8,8,0,0,0,/////,251,248,264,264,7,127,117,17,10,90,111,11.5,4.5
249,250,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,33,33,32,29,42,39,2,2,1,1,1,1,11,11,2,3,1,1,13,13,4,3,2,2,7,7,3,4,9,9,1,1,12,12,7,8,7,8,2,2,1,/////,2,3,7,7,4,4,0,2,4,5,7,7,2,2,0,0,3,3,0,1,14,15,5,5,8,8,3,3,2,2,1,1,10,7,10,10,0,0,0,/////,255,257,275,274,8,109,138,13,9,77,135,9.0,4.0
250,251,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,0,1,26,17,23,21,6,6,11,11,7,7,47,42,20,20,0,2,4,4,10,9,9,9,6,6,4,4,6,5,7,7,3,3,2,2,8,9,2,5,0,/////,1,1,2,3,4,4,0,3,2,2,11,10,6,5,0,0,1,1,0,1,8,8,11,11,3,3,2,2,1,1,7,7,5,24,11,11,0,0,0,/////,260,252,276,287,9,115,136,15,9,57,121,16.0,11.0
251,252,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,4,4,26,23,20,13,1,1,4,4,2,3,0,0,6,9,1,3,4,4,1,2,3,3,5,5,1,1,7,8,7,6,6,4,0,2,5,6,0,0,4,/////,6,7,6,6,3,3,0,2,2,2,21,19,11,11,2,2,3,2,0,4,11,11,17,18,23,22,14,14,5,5,1,2,4,7,5,6,4,1,0,/////,232,231,245,245,1,123,108,13,4,78,100,20.5,7.5
252,253,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,16,14,33,32,22,15,8,6,0,0,3,3,8,8,10,9,9,9,6,4,14,14,6,8,3,3,5,5,13,13,2,2,3,2,9,8,12,12,2,4,0,/////,1,2,3,3,12,12,0,5,3,3,4,4,4,4,3,3,0,0,0,1,10,10,4,4,16,14,2,2,1,2,1,1,4,10,11,12,0,0,0,/////,248,241,263,263,10,118,120,18,9,59,110,15.5,7.5
253,254,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,2,2,41,40,43,22,8,7,5,4,2,2,21,20,0,0,4,4,11,11,17,15,4,5,3,3,0,0,21,21,0,0,2,2,7,7,2,2,4,4,2,/////,5,4,3,3,2,2,0,0,3,4,15,15,2,2,3,3,3,4,0,21,4,5,5,5,6,5,5,5,6,6,4,5,1,6,10,10,0,0,0,/////,265,260,276,276,11,122,132,10,12,71,126,28.5,3.5
254,255,241 -- CAPITAL,1 -- CAPITAL,5A -- CAPITAL,0,10,10,25,25,26,24,16,16,1,1,5,5,10,10,1,1,0,0,7,6,10,10,4,4,12,12,3,3,9,8,2,2,1,1,9,9,6,6,8,8,2,/////,3,3,2,2,1,1,0,0,5,6,2,1,1,1,6,6,2,2,0,2,4,5,6,6,5,5,17,17,1,1,10,10,3,6,9,9,0,0,0,/////,232,229,244,244,19,120,93,17,19,83,92,5.5,1.5
